OBJECTID,UNIT_ID,LMS_ID,PARK_NAME,PARK_LBL,ACCESS_TYP,RPT_ACRES,GIS_ACRES,AGNCY_NAME,AGNCY_LEV,AGNCY_TYP,AGNCY_WEB,MNG_AGENCY,COGP_TYP,NDS_AN_TYP,NEEDS_ANLZ,TKIT_SUM,AMEN_RPT,PRKINF_CND,AM_OPNSP,AM_TRLS,TRLS_MI,TENIS,BSKTB,BASEB,SOCCR,MPFLD,FITZN,SK8PK,PCNIC,PLGND,POOLS,SPPAD,DGPRK,GYM,COMCT,SNRCT,RSTRM,TOTAL_GOOD,TOTAL_FAIR,TOTAL_POOR,TYPE,CENTER_LAT,CENTER_LON,ADDRESS,CITY,ZIP,HOURS,PHONES,IS_COUNTY,Shape__Area,Shape__Length
1296,10379,22763,Roscoe-Valley Circle Park,Roscoe-Valley Circle Park,Open Access,53.549,53.54590108,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.21663723,-118.65084517,Canoga Park,Canoga Park,91304,,,No,2332450.12207031,11291.114999494
1297,10414,2604,Rose Hill Rec. Center,Rose Hill Rec. Ctr.,Open Access,2.264,2.26382875,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,2,2,2,Local Park,34.08547413,-118.19049697,4530  Mercury Ave,Los Angeles,90032,,(323) 225-0450,No,98611.9833984375,1385.7777234328
1298,10483,2581,Ross Snyder Rec. Center,Ross Snyder Rec. Ctr.,Open Access,11.118,11.11836645,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,None,None,0,2,1,2,1,0,0,0,0,1,1,0,0,1,0,0,5,2,4,8,Local Park,34.00947956,-118.24750453,1501 E 41st St,Los Angeles,90011,,(213) 847-3255,No,484314.106445313,2927.28740333801
1299,10511,3000140,Rowland Heights Park,Rowland Heights Park,Open Access,10.23134457,10.23,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,Not Reported,0,2,2,2,0,1,0,0,2,2,0,0,0,0,1,0,1,0,11,2,Local Park,33.98902278,-117.87957338,1500 S. Banida Ave.,Rowland Heights,91748,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (626) 912-6774; Reservations: (888) 239-6700",Yes,445675.978515625,3284.36249322285
1300,10534,22847,Roxbury Park Community Center,Roxbury Park,Open Access,13.775,13.77457151,"Beverly Hills, City of",City,City Agency,http://www.beverlyhills.org/living/recreationparks/,"Beverly Hills, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,4,1,0,0,1,0,0,1,2,0,1,0,0,1,0,1,12,0,0,Local Park,34.05844069,-118.40691239,471 Roxbury Dr,Beverly Hills,90212,,,No,600017.935546875,3153.21657949104
1301,10568,22747,Runnymede Rec. Center,Runnymede Rec. Ctr.,Open Access,5.93,5.92945401,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,Local Park,34.20470125,-118.57300955,20200  Runnymede St,Winnetka,91306,,(818) 883-6641,No,258285.986328125,2270.66738024763
1302,10641,23365,Rynerson Park,Rynerson Park,Open Access,41.96,41.96455159,"Lakewood, City of",City,City Agency,http://www.lakewoodcity.org/,"Lakewood, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,1,0,3,3,0,0,1,0,0,0,2,10,0,0,Local Park,33.84034944,-118.09484505,20711 Studebaker Rd,Lakewood,90715,,,No,1827968.55664063,9225.79540009251
1303,10665,22767,Saddleback Butte State Park,Saddleback Butte SP,Open Access,2953.385,2952.94170856,California Department of Parks and Recreation,State,State Agency,http://www.parks.ca.gov/,California Department of Parks and Recreation,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.67721901,-117.80277496,Lancaster,Lancaster,93535,,,No,128629626.304688,53365.6597041703
1304,10696,23038,Saint James Park,Saint James Park,Open Access,0.898,0.89838587,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Local Park,34.03146767,-118.27969032,20  St. James Park,Los Angeles,90007,,(310) 548-7675,No,39133.54296875,780.189392300578
1305,10758,23538,Salt Lake Park,Salt Lake Park,Open Access,30.116,30.11680755,"Huntington Park, City of",City,City Agency,http://www.hpca.gov/index.aspx?nid=14,"Huntington Park, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Good,0.7,5,4,4,2,0,3,1,1,2,0,0,0,1,2,0,1,10,10,6,Local Park,33.97403729,-118.20602688,3329-3371 E Florence Ave,Huntington Park,90255,,,No,1311882.88085938,7153.67341213564
1306,10784,3000143,San Angelo Park,San Angelo Park,Open Access,8.655,8.65472409,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,None,0,2,1,1,0,1,1,0,3,1,0,1,0,0,2,0,1,5,9,0,Local Park,34.05025481,-118.00245599,245 S. San Angelo Ave.,La Puente,91746,"Operating Hours<br>
Monday - Sunday<br>
6:30am to 9:00pm
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm
<p>
Splash pads start From May 1 through September 30 11 a.m. to 7 p.m., 7 days a week","General: (626) 333-6162; Reservations: (888) 239-6700",Yes,376998.275390625,2653.52029419477
1307,10992,23419,Bristow Park,Bristow Park,Open Access,11.346,11.34592207,"Commerce, City of",City,City Agency,http://www.ci.commerce.ca.us/index.aspx?NID=89,"Commerce, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,3,2,0,1,5,0,4,1,1,0,0,0,1,0,1,19,0,0,Local Park,34.01320705,-118.16835398,1466 S McDonnell Ave,Los Angeles,90040,,,No,494226.390625,2796.70255884425
1308,11177,48312,San Martin Park,San Martin Park,Open Access,9.964,9.96529687,"Lakewood, City of",City,City Agency,http://www.lakewoodcity.org/,"Lakewood, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,2,2,1,2,0,0,2,2,0,0,0,0,1,0,0,12,0,0,Local Park,33.85218887,-118.12061146,5231 Ocana Ave,Lakewood,90713,,,No,434086.608398438,2818.41123167286
1309,11242,23414,Brookhaven Park,Brookhaven Park,Open Access,1.746,1.74661276,"Cerritos, City of",City,City Agency,http://www.ci.cerritos.ca.us/,"Cerritos, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,Local Park,33.86610693,-118.05143018,Cerritos,Cerritos,90703,,,No,76082.15234375,1915.78255099526
1310,11474,,Holser Canyon Open Space,Holser Canyon OS,Unknown Access,345.711,345.66609733,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.45557803,-118.70810091,,Castaic,91384,,,No,15057154.9755859,21842.4077992787
1311,11490,,Santa Clarita Woodlands Park,Santa Clarita Woodlands Park,Open Access,3248.945,3248.60564883,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.35563472,-118.5842696,Stevenson Ranch,Stevenson Ranch,91381,,,No,141508696.025391,112959.893317877
1312,11657,22822,Santa Susana Pass State Historic Park,Santa Susana Pass SHP,Open Access,681.978,681.21716171,California Department of Parks and Recreation,State,State Agency,http://www.parks.ca.gov/,California Department of Parks and Recreation,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.26228402,-118.62469976,9853 Andora Ave,Chatsworth,91311,,,No,29673700.8632813,54937.0686958618
1313,11894,,Schwartz Property,Schwartz Property,Unknown Access,0.269,0.26921128,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.0413618,-118.56040451,15135 Sunset Blvd,Pacific Palisades,90272,,,No,11726.8037109375,469.929594835272
1314,12123,,San Gabriel River and Bike Trail,San Gabriel River and Bike Trail,Open Access,201.031,200.04305509,"Los Angeles - Flood Control District, County of",Special District,Flood District,http://dpw.lacounty.gov/lacfcd/,"Los Angeles - Flood Control District, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,33.94882338,-118.06155805,San Gabriel River Bike Trail,Santa Fe Springs,90670,,,No,8713840.61914063,317369.322653051
1315,12131,,Bluebird Preserve,Bluebird Preserve,Open Access,63.02,63.01775132,"Glendora, City of",City,City Agency,http://www.ci.glendora.ca.us/departments-services/parks-recreation-senior-services,"Glendora, City of",Community Regional Park,Park 5 to 100 Acres,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.14888525,-117.82449774,1283 E Rte 66,Glendora,91741,,,No,2745042.26855469,9033.44406297679
1316,12132,,Gordon Mull Preserve, ,Open Access,53.014,53.01208541,"Glendora, City of",City,City Agency,http://www.ci.glendora.ca.us/departments-services/parks-recreation-senior-services,"Glendora, City of",Community Regional Park,Park 5 to 100 Acres,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.14401301,-117.82575596,,Glendora,91741,,,No,2309197.203125,8800.17028554383
1317,12149,23071,Benny H. Potter West Adams Ave Memorial Park,Benny H. Potter West Adams Avenues Memorial Park,Open Access,2.259,2.25920257,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,0,Local Park,34.03489201,-118.31917868,2413  2nd Ave,Los Angeles,90018,,(323) 373-9483,No,98410.46875,1738.87632784288
1318,12215,,Sepulveda Basin Rec. Area,Sepulveda Basin Rec. Area,Open Access,268.403,268.38851936,United States Army Corps of Engineers,Federal,Federal Agency,http://www.usace.army.mil/,United States Army Corps of Engineers,Regional Park,Regional Park,Yes,Yes,Yes,Fair,Present - Fair,Present - Good,0,0,0,4,1,1,1,1,0,0,0,0,1,0,0,1,3,7,5,1,Regional Recreation Park,34.17719305,-118.49780674,17017 Burbank Blvd,Encino,91436,,,No,11690957.1376953,43135.7599063393
1319,12239,73922,Sepulveda Garden Center,Sepulveda Garden Ctr.,Open Access,24.087,24.08552992,United States Army Corps of Engineers,Federal,Federal Agency,http://www.usace.army.mil/,United States Army Corps of Engineers,Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,Local Park,34.16616971,-118.49578488,16633 W Magnolia Blvd,Encino,91436,,,No,1049161.48339844,7334.29094667524
1320,12262,2181,Sepulveda Rec. Center,Sepulveda Rec. Ctr.,Open Access,10.942,10.94131046,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Fair,0,4,1,4,1,0,0,0,0,1,1,0,0,1,1,0,0,7,7,0,Local Park,34.23002027,-118.45822055,8801  Kester Ave,Panorama City,91402,,(818) 893-3700,No,476601.577148438,3449.33396376618
1321,12274,23528,Sequoia Park,Sequoia Park,Open Access,5.518,5.51815165,"Monterey Park, City of",City,City Agency,http://www.ci.monterey-park.ca.us/,"Monterey Park, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,Local Park,34.05447019,-118.14176337,750 Ridgecrest St,Monterey Park,91754,,,No,240369.735351563,2231.16147479023
1322,12313,,Gage Open Space,Gage OS,Open Access,103.278,103.27704937,United States National Park Service,Federal,Federal Agency,http://www.nps.gov/,United States National Park Service,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.06967241,-118.75107947,,Malibu,90265,,,No,4498730.26757813,10809.6406399291
1323,12332,,Secret Valley,Secret Valley,Open Access,41.708,41.70651166,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Undeveloped,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.11990306,-118.64794904,154 S Topanga Canyon Blvd,Topanga,90290,,,No,1816728.38378906,5391.28091227669
1324,12340,,Kinneloa Irrigation District Open Space,Kinneloa Irrigation District OS,No Public Access,126.667,126.66001157,Kinneloa Irrigation District,Special District,Irrigation District,http://www.kinneloairrigationdistrict.info/,Kinneloa Irrigation District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.18294406,-118.07547351,1999 Kinclair Dr,Pasadena,91107,,,No,5517288.04785156,12511.4596550607
1325,12341,,Kinneloa Irrigation District Open Space,Kinneloa Irrigation District OS,No Public Access,0.863,0.8628058,Kinneloa Irrigation District,Special District,Irrigation District,http://www.kinneloairrigationdistrict.info/,Kinneloa Irrigation District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.17105675,-118.08719447,1999 Kinclair Dr,Pasadena,91107,,,No,37583.6708984375,854.569778471761
1326,12342,,Kinneloa Irrigation District Open Space,Kinneloa Irrigation District OS,No Public Access,0.996,0.99574457,Kinneloa Irrigation District,Special District,Irrigation District,http://www.kinneloairrigationdistrict.info/,Kinneloa Irrigation District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.18527911,-118.08640475,1999 Kinclair Dr,Pasadena,91107,,,No,43374.4609375,853.023961619586
1327,12343,,Kinneloa Irrigation District Open Space,Kinneloa Irrigation District OS,No Public Access,0.296,0.29588727,Kinneloa Irrigation District,Special District,Irrigation District,http://www.kinneloairrigationdistrict.info/,Kinneloa Irrigation District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.16916728,-118.08905193,1999 Kinclair Dr,Pasadena,91107,,,No,12888.7978515625,512.157911546605
1328,12344,,Kinneloa Irrigation District Open Space,Kinneloa Irrigation District OS,No Public Access,0.195,0.19475578,Kinneloa Irrigation District,Special District,Irrigation District,http://www.kinneloairrigationdistrict.info/,Kinneloa Irrigation District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.18143509,-118.0843014,1999 Kinclair Dr,Pasadena,91107,,,No,8483.52734375,374.132450138955
1329,12346,3000077,Knollwood Golf Course,Knollwood Golf Course,Open Access,150.48268589,150.48268589,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.29196777,-118.49738844,12040 Balboa Blvd.,Granada Hills,91344,<Null>,General: (818) 363-8161,Yes,6554999.58105469,40822.3001723969
1330,12349,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,10.982,10.98135776,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Community Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.26424413,-118.36188856,,Sunland,91040,,,No,478346.032226563,3630.28184775154
1331,12350,,La Canada Irrigation District Open Space,La Canada Irrigation District OS,No Public Access,120.829,120.81996179,La Canada Irrigation District,Special District,Irrigation District,http://lacanadairrigation.org/,La Canada Irrigation District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.24868523,-118.22210807,1443 Foothill Blvd,La Crescenta,91214,,,No,5262896.49316406,13023.3048053462
1332,12351,,La Verne City Parkland 1,La Verne City Parkland,Open Access,2.266,2.26625303,"La Verne, City of",City,City Agency,http://www.ci.la-verne.ca.us/index.php/residents/parks,"La Verne, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.12567837,-117.7742206,2061 3rd St,La Verne,91750,,,No,98717.591796875,7134.96412003695
1333,12352,,La Verne City Parkland (No Public Access),La Verne City Parkland,No Public Access,0.668,0.66797897,"La Verne, City of",City,City Agency,http://www.ci.la-verne.ca.us/index.php/residents/parks,"La Verne, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.1495971,-117.76800816,2061 3rd St,La Verne,91750,,,No,29097.0478515625,1034.48564218509
1334,12353,,Marshall Canyon Conservation Corridor,Marshall Canyon Conservation Corridor,Open Access,184.132,184.12495637,"La Verne, City of",City,City Agency,http://www.ci.la-verne.ca.us/index.php/residents/parks,"La Verne, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.13357696,-117.76379115,6550 Stephens Ranch Rd,La Verne,91750,,,No,8020451.01953125,43226.2893651353
1335,12355,,La Verne City Parkland 2,La Verne City Parkland,Open Access,0.181,0.18140899,"La Verne, City of",City,City Agency,http://www.ci.la-verne.ca.us/index.php/residents/parks,"La Verne, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.12730319,-117.77651461,2061 3rd St,La Verne,91750,,,No,7902.1474609375,357.614602415165
1336,12394,22751,Shadow Ranch Park,Shadow Ranch Park,Open Access,12.332,12.33094795,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,6,0,Local Park,34.19502519,-118.61998783,22633  Vanowen St,West Hills,91307,,(818) 883-3637,No,537133.940429688,3199.85756740446
1337,12403,,Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,667.526,667.50401935,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.12448166,-118.70015617,4232 Las Virgenes Rd,Calabasas,91302,,,No,29076358.78125,37931.8820165804
1338,12404,,Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,1.613,1.61330019,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.1332807,-118.65828197,4232 Las Virgenes Rd,Calabasas,91302,,,No,70275.0751953125,1256.04251032247
1339,12406,,Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,1.404,1.40383834,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.10271391,-118.84172693,4232 Las Virgenes Rd,Malibu,90265,,,No,61150.9453125,1959.44755985091
1340,12407,,Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,0.74,0.73962795,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.16212091,-118.67846981,4232 Las Virgenes Rd,Calabasas,91302,,,No,32218.0654296875,1109.6636102107
1341,12408,,Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,0.259,0.25920207,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.17045959,-118.67868394,4232 Las Virgenes Rd,,,,,No,11290.79296875,619.276661311704
1342,12409,,Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,0.137,0.13737869,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.16803158,-118.67893414,4232 Las Virgenes Rd,Calabasas,91302,,,No,5984.193359375,442.722420295337
1343,12410,,Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,0.942,0.94232829,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.14051454,-118.6610553,4232 Las Virgenes Rd,Calabasas,91302,,,No,41047.65625,1121.19066273871
1344,12411,,Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,4.188,4.18800862,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.13589162,-118.68762193,4232 Las Virgenes Rd,Calabasas,91302,,,No,182428.927734375,2362.80113135884
1345,12412,,Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,2.359,2.35918314,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.12645092,-118.68946226,4232 Las Virgenes Rd,Calabasas,91302,,,No,102765.609375,1700.2241673691
1346,12413,,Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,0.461,0.46125525,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.06032896,-118.78815831,4232 Las Virgenes Rd,Malibu,90265,,,No,20092.1982421875,530.245534973723
1347,12414,,Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,0.022,0.02221527,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.12841496,-118.65500223,4232 Las Virgenes Rd,Calabasas,91302,,,No,967.6943359375,134.487194410151
1348,12415,,Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,0.642,0.6421647,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.13831902,-118.68232476,4232 Las Virgenes Rd,Calabasas,91302,,,No,27972.5810546875,970.440637117412
1349,12419,,Las Virgenes Municipal Water District Open Space,Las Virgenes Municipal Water District OS,No Public Access,1.891,1.89104956,Las Virgenes Municipal Water District,Special District,Water District,http://www.lvmwd.com/,Las Virgenes Municipal Water District,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.1531798,-118.65855267,4232 Las Virgenes Rd,Calabasas,91302,,,No,82373.7880859375,1396.21998489201
