OBJECTID,area_pop,area_per1k,area_1k,park_reproject_meters_UNIT_ID,park_reproject_meters_LMS_ID,park_reproject_meters_PARK_NAME,park_reproject_meters_PARK_LBL,park_reproject_meters_ACCESS_TYP,park_reproject_meters_RPT_ACRES,park_reproject_meters_GIS_ACRES,park_reproject_meters_AGNCY_NAME,park_reproject_meters_AGNCY_LEV,park_reproject_meters_AGNCY_TYP,park_reproject_meters_AGNCY_WEB,park_reproject_meters_MNG_AGENCY,park_reproject_meters_COGP_TYP,park_reproject_meters_NDS_AN_TYP,park_reproject_meters_NEEDS_ANLZ,park_reproject_meters_TKIT_SUM,park_reproject_meters_AMEN_RPT,park_reproject_meters_PRKINF_CND,park_reproject_meters_AM_OPNSP,park_reproject_meters_AM_TRLS,park_reproject_meters_TRLS_MI,park_reproject_meters_TENIS,park_reproject_meters_BSKTB,park_reproject_meters_BASEB,park_reproject_meters_SOCCR,park_reproject_meters_MPFLD,park_reproject_meters_FITZN,park_reproject_meters_SK8PK,park_reproject_meters_PCNIC,park_reproject_meters_PLGND,park_reproject_meters_POOLS,park_reproject_meters_SPPAD,park_reproject_meters_DGPRK,park_reproject_meters_GYM,park_reproject_meters_COMCT,park_reproject_meters_SNRCT,park_reproject_meters_RSTRM,park_reproject_meters_TOTAL_GOOD,park_reproject_meters_TOTAL_FAIR,park_reproject_meters_TOTAL_POOR,park_reproject_meters_TYPE,park_reproject_meters_CENTER_LAT,park_reproject_meters_CENTER_LON,park_reproject_meters_ADDRESS,park_reproject_meters_CITY,park_reproject_meters_ZIP,park_reproject_meters_HOURS,park_reproject_meters_PHONES,park_reproject_meters_IS_COUNTY,park_reproject_meters_Shape__Are,park_reproject_meters_Shape__Len
"173",11469.773,0.010,0.100,"4278","22784",Little Landers Park,Little Landers Park,Open Access,1.142000000000000,1.142273310000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","2","0",Local Park,34.252571199999998,-118.288021079999993,10116  Commerce Ave,Tujunga,"91042",,(818) 899-4537,No,49757.225585937500000,1022.551174571170009
"317",9230.727,0.039,0.389,"5891",,Ralph C. Daniels Field Sports Center,Ralph C. Daniels Field Sports Ctr.,Open Access,3.587000000000000,3.588032910000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,None,None,0.000000000000000,"4","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","7","0",Local Park,33.732888000000003,-118.295661379999999,845  12th St,San Pedro,"90731",,(310) 548-7728,No,156294.088867187994765,1721.603152559509908
"533",7625.334,0.128,1.283,"6203",,Vermont Parkway (City of Gardena),Vermont Parkway,Open Access,9.782000000000000,9.782878100000000,"Gardena, City of",City,City Agency,http://www.ci.gardena.ca.us/,"Gardena, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.905135979999997,-118.291756489999997,14032 S Vermont Ave,Gardena,"90247",,,No,426140.461914063023869,15824.965084240000579
"570",7408.344,0.065,0.654,"6252","23134",Carriage Crest Park,Carriage Crest Park,Open Access,4.845000000000000,4.845436740000000,"Carson, City of",City,City Agency,http://ci.carson.ca.us/content/department/pub_service/parks_rec_parks.asp,"Carson, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Fair,0.500000000000000,"0","1","2","2","1","0","0","3","1","0","0","0","0","2","0","1","1","12","0",Local Park,33.808890190000000,-118.284102709999999,23800 S Figueroa St,Carson,"90745",,,No,211066.383789062965661,1962.123761813960300
"534",7263.308,0.064,0.642,"6204",,Vermont Parkway (City of Los Angeles),Vermont Parkway,Open Access,4.664000000000000,4.664320090000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.027901919999998,-118.291279349999996,Los Angeles,Los Angeles,"90007",,,No,203176.970703125000000,10416.004323142700741
"312",1344.257,0.672,6.723,"5886","2177",Leland Park,Leland Park,Open Access,10.106999999999999,9.037547390000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","5","0","0",Local Park,33.750776320000000,-118.294641490000004,863  Herbert Ave,San Pedro,"90731",,,No,393673.991210938023869,4351.204153599939673
"1544",13131.807,0.007,0.069,"14713","22843",Terrace Park,Alvarado Terrace Park,Open Access,0.912000000000000,0.912131550000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Poor,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",Local Park,34.044878330000003,-118.281069230000000,1342 S. Alvarado Terrace,Los Angeles,"90006",,(213) 485-4833,No,39732.288085937492724,1028.931609469279920
"1144",395.408,0.515,5.148,"7138",,City of Burbank Open Space Mountain Reserve 5,City of Burbank OS Mtn. Reserve,Open Access,2.036000000000000,2.035711130000000,"Burbank, City of",City,City Agency,http://burbankca.gov/departments/park-recreation-and-community-services/parks-facilities,"Burbank, City of",Pocket Park,Park < 5 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.198857390000001,-118.295766060000005,,Burbank,"91501",,,No,88675.220703125000000,1330.666361190360021
"2058",14789.752,0.004,0.038,"45052",,Madison Avenue Park,Madison Avenue Park,Open Access,0.560000000000000,0.559691530000000,Trust for Public Land,Non Profit,Non Profit - Conservation,http://www.tpl.org/,Trust for Public Land,Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Poor,Present - Poor,None,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Local Park,34.092957820000002,-118.289799909999999,Madison Ave,Los Angeles,"90029",,,No,24380.064453125000000,687.631067710682032
"229",11597.641,0.014,0.139,"5370","22755",Miller Park,Miller Park,Restricted Access,1.610000000000000,1.610054530000000,"Burbank, City of",City,City Agency,http://burbankca.gov/departments/park-recreation-and-community-services/parks-facilities,"Burbank, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Poor,None,0.000000000000000,"0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","2","1","5","0",Local Park,34.183609640000000,-118.296236930000006,Burbank,Burbank,"91501",,,No,70133.696289062500000,1091.143371304880020
"363",445.740,7.907,79.067,"5952","22978",Point Fermin Park,Wilder's Addition (Point Fermin Park),Open Access,35.243183190000003,35.243183190000003,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"0","0","0","0","0","0","0","8","1","0","0","0","0","1","0","0","1","8","1",Local Park,33.706220350000002,-118.289603389999996,807  Paseo Del Mar,San Pedro,"90731",,(310) 548-7705,No,1535186.904296879889444,17710.349964254899533
"540",7479.813,0.003,0.031,"6213","73867",Little Green Acres Park,Little Green Acres Park,Open Access,0.230000000000000,0.229785470000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.941725620000000,-118.291268160000001,Los Angeles,Los Angeles,"90044",,,No,10009.414062500000000,403.822806758588058
"567",11785.316,0.104,1.045,"6249","22969",Veterans Park and Sports Complex,Veterans Park and Sports Complex,Open Access,12.313000000000001,12.314159880000000,"Carson, City of",City,City Agency,http://ci.carson.ca.us/content/department/pub_service/parks_rec_parks.asp,"Carson, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Fair,2.000000000000000,"2","4","2","2","2","1","1","2","1","0","0","0","2","3","1","2","5","19","1",Local Park,33.823108070000004,-118.280552250000000,22400 Moneta Ave,Carson,"90745",,,No,536402.656250000000000,2996.362667048580079
"1256",7684.277,0.009,0.094,"8469","22889",Pico Union Park,Pico Union Park,Open Access,0.722000000000000,0.721873500000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1",Local Park,34.040957710000001,-118.284458720000003,1827  Hoover St,Los Angeles,"90006",,(213) 485-5054,No,31444.684570312500000,822.632328155665050
"2376",1610.332,0.220,2.203,"46029",,Narrows Riverwalk,Narrows Riverwalk,Open Access,3.548000000000000,3.547722040000000,"Glendale, City of",City,City Agency,http://www.glendaleca.gov/government/city-departments/community-services-parks,"Glendale, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.156549120000001,-118.289656269999995,Glendale Narrows Riverwalk,Glendale,"91201",,,No,154538.151367187994765,6296.081499530309884
"1142",814.752,0.092,0.917,"7136",,City of Burbank Open Space Mountain Reserve 3,City of Burbank OS Mtn. Reserve,Open Access,0.747000000000000,0.747124130000000,"Burbank, City of",City,City Agency,http://burbankca.gov/departments/park-recreation-and-community-services/parks-facilities,"Burbank, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.194875019999998,-118.295696399999997,,Burbank,"91501",,,No,32544.590820312496362,3060.726386996529982
"361",1830.399,3.851,38.507,"5949","22920",Angels Gate Park,Angels Gate Park,Open Access,70.471999999999994,70.484087299999999,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Poor,None,0.000000000000000,"0","1","0","0","1","0","0","0","1","1","0","0","0","1","0","1","0","2","4",Local Park,33.711754460000002,-118.294735259999996,3601  Gaffey St,San Pedro,"90731",,(310) 548-7705,No,3070274.562500000000000,9552.911724758510900
"1143",1757.589,30.564,305.636,"7137",,City of Burbank Open Space Mountain Reserve 4,City of Burbank OS Mtn. Reserve,Open Access,537.216000000000008,537.183067489999985,"Burbank, City of",City,City Agency,http://burbankca.gov/departments/park-recreation-and-community-services/parks-facilities,"Burbank, City of",Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.203473539999997,-118.284339799999998,549 S San Fernando Blvd,Burbank,"91501",,,No,23399600.833007801324129,48309.596198440900480
"946",456.145,25.881,258.812,"6854","73981",La Tuna Canyon Park,La Tuna Canyon Park,Open Access,118.063999999999993,118.055861469999996,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Mountains Recreation and Conservation Authority,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.227885999999998,-118.290358810000001,8000 La Tuna Canyon Rd,Sun Valley,"91352",,,No,5142492.750000000000000,17738.927250051499868
"310",2133.605,0.185,1.847,"5882","73959",Bandini Canyon Park,Bandini Canyon Park,Open Access,3.940000000000000,3.940170780000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,None,Present - Poor,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",Local Park,33.746337900000000,-118.295238080000004,Sepulveda St,San Pedro,"90731",,(310) 548-7529,No,171633.170898437994765,4702.311976746939763
"127",14723.873,0.062,0.617,"3260","23140",Lafayette Park,Lafayette Park,Open Access,9.077999999999999,9.078122629999999,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"2","2","0","1","1","0","1","1","1","0","0","0","0","1","0","1","6","3","2",Local Park,34.062423799999998,-118.284034770000005,625  Lafayette Park Pl,Los Angeles,"90057",,(213) 384-0562,No,395441.442382813023869,3500.041634976830665
"940",5982.782,0.511,5.112,"6848",,Brand Park (City of Glendale),Brand Park,Open Access,30.587000000000000,30.585223050000000,"Glendale, City of",City,City Agency,http://www.glendaleca.gov/government/city-departments/community-services-parks,"Glendale, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,Present - Good,21.100000000000001,"0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","2","4","2","0",Local Park,34.182293970000003,-118.276622230000001,1601 W Mountain St,Glendale,"91201",,,No,1332286.986328129889444,4688.696974558850343
"367",5030.693,0.047,0.469,"5958","24144",Harbor View Memorial Park,Harbor View Memorial Park,Open Access,2.361000000000000,2.361315560000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.721634989999998,-118.289906049999999,San Pedro,San Pedro,"90731",,,No,102858.494140625000000,1555.614406720180114
"2172",3205.899,0.012,0.125,"45732","73810",San Pedro Welcome Park,San Pedro Welcome Park,Open Access,0.400000000000000,0.400345170000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.746210429999998,-118.292635630000007,San Pedro,San Pedro,"90731",,,No,17438.964843750000000,560.363038370153959
"374",1062.005,0.585,5.848,"5971",,Leland Park (Regional Open Space),Leland Park,Open Access,6.210615520000000,6.210615520000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","5","0","0",Regional Open Space,33.748851629999997,-118.293079750000004,,San Pedro,"90731",,,No,270533.329101563023869,3216.929019492320094
"364",828.338,4.841,48.405,"5953","1405",Cabrillo Beach & Marine Aquarium,Cabrillo Beach & Marine Aquarium,Open Access,51.162999999999997,40.096042859999997,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Fair,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","3","1","4","0",Local Park,33.710939519999997,-118.283712140000006,3720 Stephen M. White Drive,San Pedro,"90731",,310-548-7562,No,1746576.637695309938863,13266.829501276099109
"360",2506.389,0.055,0.552,"5948","22989",Lookout Point Park,Lookout Point Park,Open Access,1.384000000000000,1.383905190000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.712460530000001,-118.292133280000002,3400 N Gaffey St,San Pedro,"90731",,,No,60282.671875000000000,1853.708216804330050
"1134",1734.483,8.937,89.375,"7119",,Angeles National Forest,Angeles NF,Open Access,155.031000000000006,155.018587819999993,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.264437170000001,-118.268746669999999,12371 Little Tujunga Canyon Rd,Tujunga,"91042",,,No,6752582.668945309706032,22893.704692743300257
"21",3392.506,0.034,0.342,"494","22690",Fehlhaber-Houk Park,Fehlhaber-Houk Park,Open Access,1.161000000000000,1.161043590000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Local Park,34.240633050000000,-118.273755170000001,9521  Tujunga Canyon Blvd,Tujunga,"91042",,(818) 899-4537,No,50574.856445312500000,983.501414185621002
"532",9207.539,0.114,1.144,"6202","2620",Rosecrans Rec. Center,Rosecrans Rec. Ctr.,Open Access,10.534000000000001,10.535147580000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,Present - Good,0.000000000000000,"0","1","2","1","0","0","0","0","1","0","0","0","0","1","0","0","5","0","1",Local Park,33.895748750000003,-118.290495480000004,840  149th St,Gardena,"90247",,(310) 327-3653,No,458909.185546875000000,2766.512857132070621
"2242",4067.960,0.005,0.053,"45805","73907",Larissa Parkway,Larissa Parkway,Open Access,0.217000000000000,0.217391710000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.086267470000003,-118.275836010000006,Larissa Dr,Los Angeles,"90026",,,No,9469.539062500000000,584.977606882963983
"2157",5427.870,0.114,1.141,"45707",,Canada de Palos Verdes Creek,Canada de Palos Verdes Creek,Open Access,6.193000000000000,6.194242290000000,"Los Angeles - Flood Control District, County of",Special District,Flood District,http://dpw.lacounty.gov/lacfcd/,"Los Angeles - Flood Control District, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.795345220000002,-118.288313860000002,,Harbor City,"90710",,,No,269820.116210938023869,5357.214390224829003
"2128",10479.371,0.059,0.591,"45575","2635",EXPO Center,EXPO Center,Open Access,6.192000000000000,6.192280660000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Special Use,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Present - Fair,None,0.000000000000000,"0","0","0","1","0","0","0","0","1","1","1","0","0","2","1","1","0","5","3",Local Park,34.011938290000003,-118.289166030000004,3980 Bill Robertson Ln,Los Angeles,"90037",,(213) 763-0114,No,269734.665039063023869,2381.624465470300038
"365",845.874,5.156,51.561,"5954",,Cabrillo Beach Marina and Rec. Complex,Cabrillo Beach Marina and Rec. Complex,Open Access,45.369000000000000,43.614389400000000,"Los Angeles, Port of",Special District,Port/Harbor District,http://www.portoflosangeles.org/,"Los Angeles, Port of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0.000000000000000,"1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0",Local Park,33.718374570000002,-118.283202459999998,Cabrillo Beach,San Pedro,"90731",,,No,1899835.202148440061137,13287.542518745500274
"2360",920.485,1.206,12.056,"45975",,Knoll Hill Park,Knoll Hill Park,Open Access,11.095000000000001,11.097083000000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0",Local Park,33.751026779999997,-118.284538549999994,700 N Front St,San Pedro,"90731",,,No,483387.002929688023869,8639.895662478600570
"2197",19051.239,0.003,0.027,"45757","73897",Madison West Park,Madison West Park,Open Access,0.516000000000000,0.516411440000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,None,None,0.000000000000000,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1",Local Park,34.079625499999999,-118.288499740000006,464  Madison Ave,Los Angeles,"90004",,(323) 664-1407,No,22494.792968749996362,799.803485143375951
"2193",12177.122,0.002,0.017,"45753","73854",Hoover-Gage Park,Hoover-Gage Park,Open Access,0.210000000000000,0.209789650000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Poor,Present - Fair,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",Local Park,33.982238959999997,-118.287557070000005,6265 S Hoover St,Los Angeles,"90044",,,No,9138.399414062500000,488.985081569619979
"2171",8956.416,0.001,0.012,"45731","73991",105th Street Pocket Park,105th Street Pocket Park,Open Access,0.111000000000000,0.110878650000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0",Local Park,33.940981219999998,-118.285228649999993,609  105th St,Los Angeles,"90044",,(310) 548-7675,No,4829.856445312500000,314.009434940286042
"320",6407.419,0.025,0.253,"5894",,Anderson Playground and Senior Citizen Center,Anderson Playground and Senior Citizen Ctr.,Open Access,1.620000000000000,1.620606800000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Poor,Present - Fair,None,0.000000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","1","1",Local Park,33.736518770000004,-118.285162369999995,828  Mesa St,San Pedro,"90731",,(310) 548-7596,No,70593.349609375000000,1187.118889915419913
"1932",6024.149,0.173,1.725,"35005","73848",Exposition Park Rose Garden,Exposition Park Rose Garden,Open Access,10.394000000000000,10.394235200000001,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.017278500000003,-118.286085000000000,701 State Dr,Los Angeles,"90037",,,No,452771.075195313023869,2779.903241293110113
"163",6700.142,0.136,1.359,"3982","47762",Bellevue Recreation Center,Bellevue Rec. Ctr.,Open Access,9.106000000000000,9.105646620000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Good,0.000000000000000,"0","1","2","0","1","0","0","1","1","0","0","0","0","1","0","1","1","7","0",Local Park,34.084816279999998,-118.281748559999997,826  Lucille Ave,Los Angeles,"90026",,(323) 664-2468,No,396640.379882813023869,3073.954927316990052
"925",828.978,30.453,304.535,"6828",,Verdugo Mountains Park Property,Verdugo Mtns. Park Property,Open Access,252.469999999999999,252.452585090000014,California Department of Parks and Recreation,State,State Agency,http://www.parks.ca.gov/,California Department of Parks and Recreation,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.227548910000003,-118.272441909999998,9999 Edmore Pl,Sun Valley,"91352",,,No,10996790.625976599752903,23020.680252333400858
"1441",5100.398,0.017,0.172,"12659","2629",Silver Lake Rec. Center,Silver Lake Rec. Ctr.,Open Access,0.877000000000000,0.876828980000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"0","3","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","6","0",Local Park,34.092242740000003,-118.266326460000002,1850  Silver Lake Dr,Los Angeles,"90026",,(323) 644-3946,No,38194.516601562500000,946.259092119643014
"2257",7933.080,0.002,0.018,"45822","73987",Orchard Avenue Pocket Park,Orchard Avenue Pocket Park,Open Access,0.141000000000000,0.140691820000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0",Local Park,34.001555040000000,-118.288624549999994,4600 Orchard Ave,Los Angeles,"90037",,,No,6128.510742187499091,386.461331545785015
"541",9692.464,0.170,1.698,"6214","2164",Algin Sutton Rec. Center,Algin Sutton Rec. Ctr.,Open Access,16.452999999999999,16.453565930000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"2","2","3","2","0","2","0","0","2","1","0","0","1","0","0","0","5","8","2",Local Park,33.956698359999997,-118.285816139999994,8800  Hoover St,Los Angeles,"90044",,(323) 753-5808,No,716714.461914062965661,3534.729406352319984
"568",14084.244,0.077,0.769,"6250","22998",Carson Park,Carson Park,Open Access,10.833000000000000,10.834254290000001,"Carson, City of",City,City Agency,http://ci.carson.ca.us/content/department/pub_service/parks_rec_parks.asp,"Carson, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","1","2","2","2","1","0","3","1","1","1","0","1","1","1","1","10","8","0",Local Park,33.834143390000001,-118.276281819999994,21411 Orrick Ave,Carson,"90745",,,No,471938.227539063023869,3599.699143191839539
"1650",8816.205,0.011,0.109,"17978","23112",Julian C. Dixon Park,Julian C. Dixon Park,Open Access,0.961000000000000,0.961112320000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0.000000000000000,"0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","2","0",Local Park,33.999182580000003,-118.286718629999996,4800  Hoover St,Los Angeles,"90037",,(323) 233-4772,No,41865.884765625000000,851.253568058433075
"2253",12064.381,0.005,0.046,"45818","73911",Occidental Parkway,Occidental Parkway,Open Access,0.561000000000000,0.560917370000000,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.066074080000000,-118.283162489999995,S Occidental Blvd,Los Angeles,"90057",,,No,24433.466796875003638,2369.743983863009817
